name,A,B,Bprime,C,E,F,G,HPLC,BefVis,BefUVS,BefUVL,Archers,AftVis,AftUV,M,F1,F2,F3,KResult,CResult,KCResult,PDResult,Cortex,Medulla,Notes,Related,Reference,Lichens,Synonyms,Path,GroupName,Class,GLossID
Ascomatic acid,37,x,32,45,x,x,x,30,−,+,?,x,B.Blue,Blue,300,285,268,267,No Result,No Result,No Result,No Result,?,?,Occurs in Bunodophoron patagonicum,"Methyl ascomatate, 7-O-Methylnorascomatic acid, Hypostrepsilic acid","Elix, JA Venables, D Wedin, M 1994: 70. New dibenzofurans and depsides from the lichenBunodophoron patagonicum. Australian Journal of Chemistry 47: 1335-1344.",,,acetyl-polymalonyl pathway,furans & furanones,dibenzofurans,
"Asemone [4,5,7-Trichloronorlichexanthone]",47,x,55,38,7,20,x,37,+,+,?,x,P.Yellow,B.Blue,366,364,362,360,No Result,Orange,No Result,No Result,?,?,Pale yellow pigment. Occurs in Micarea isabellina,"4,5-Dichloronorlichexanthone, 5,7-Dichloronorlichexanthone, 3-O-Methylasemone, 6-O-Methylasemone, Thiophanic acid,","Sundholm, EG 1979: Synthesis and 13C NMR Spectra of some 5-chloro substituted lichen xanthones.Acta Chemica Scandanavica 33B: 475-482.",,"4,5,7-Trichloronorlichexanthone",acetyl-polymalonyl pathway,xanthones & ergochromes,xanthones,
Aspicilin,20,x,14,11,7,x,x,22,−,−,?,x,No Result,Lilac,328,310,284,227,No Result,No Result,No Result,No Result,?,?,Occurs in Aspicilia caesiocinerea,x,"Huneck, S Schreiber, K Steglich, W 1973: Flechteninhaltstoffe- XCVIII. Struktur des Aspicilin.Tetrahedron 29: 3687-3693.",,,acetyl-polymalonyl pathway,aliphatic acids & aliphatic compounds,aliphatic compounds,
Atranorin,76,78,73,79,57,85,x,38,−,+,?,Orange,Orange,Orange,374,196,179,178,P.Yellow,No Result,No Result,P.Yellow,?,?,Very common lichen metabolite. Occurs in Physcia caesia,"Chloroatranorin, 2´-O-Methylatranorin, Methyl 4-O-demethylbarbatate ,Methyl 3α-hydroxy-4-O-demethylbarbatate, Norbaeomycesic acid","Culberson, CF 1969: Chemical and botanical guide to lichen products. Univ. North Carolina Press,Chapel Hill: 141. Huneck, S Yoshimura, I 1996: Identification of Lichen Substances. Springer-Verlag, Berlin,Heidelberg, New York: 238.",,,acetyl-polymalonyl pathway,depsides,β-orcinol depsides,
Averantin,x,x,x,x,x,x,x,x,+,+,?,x,P.Red,Pink,x,x,x,x,Purple,No Result,No Result,No Result,?,?,Yellow-orange pigment. Occurs in Solorina crocea,"6-O-Methylaverythrin, Norsolorinic acid, Solorinic acid","Steglich, W Jedtke, K-F 1976: Neue Anthachinonfarbstoffe aus Solorina crocea. Zeitschrift fürNaturforschung 31C: 197-198.",,,acetyl-polymalonyl pathway,quinones,anthraquinones,
Averythrin,42,x,53,25,9,x,x,x,+,+,?,x,P.Red,Pink,354,325,311,300,Purple,No Result,No Result,No Result,?,?,Red-orange pigment. LW UV: bright pink initially. Occurs in Solorina crocea,"Averantin, 6-O-Methylaverythrin, Norsolorinic acid, Solorinic acid","Ebizuka, Y Sankawa, U Shibata, S 1970: The constituents of Solorina crocea: averythrin 6-monomethyl ether and methyl gyrophorate. Phytochemistry 9: 2061-2063.",,,acetyl-polymalonyl pathway,quinones,anthraquinones,
Baeomycesic acid,39,40,41,42,9,x,x,28,−,+,?,Orange,B.Yellow,Orange,374,194,193,182,Yellow,No Result,No Result,Yellow,?,?,"Acid Spray: strong-yellow, grey halo. LW UV: orange, pale orange halo. Occurs in Dibaeis sp.","Barbatic acid, Haemathamnolic acid, 3α-Hydroxybarbatic acid,Norbaeomycesic acid, Squamatic acid","Culberson, CF 1969: Chemical and botanical guide to lichen products. Univ. North Carolina Press,Chapel Hill: 145. Huneck, S Yoshimura, I 1996: Identification of Lichen Substances. Springer-Verlag, Berlin,Heidelberg, New York: 239.",,,acetyl-polymalonyl pathway,depsides,β-orcinol depsides,
Barbatic acid,44,69,67,52,x,x,x,37,−,+,?,D.Red,Yellow,P.Yellow,360,196,182,179,No Result,No Result,Orange,No Result,?,?,"Acid Spray: strong to pale yellow, grey halo. LW UV: strong-purple, pale yellow halo. Widespread.","Baeomycesic acid, 4-O-Demethylbarbatic acid, Diffractaic acid, 3α-Hydroxybarbatic acid, Methyl barbatate, Norobtusatic acid, Obtusatic acid, Squamatic acid","Culberson, CF 1969: Chemical and botanical guide to lichen products. Univ. North Carolina Press,Chapel Hill: 145. Huneck, S Yoshimura, I 1996: Identification of Lichen Substances. Springer-Verlag, Berlin,Heidelberg, New York: 239.",,,acetyl-polymalonyl pathway,depsides,β-orcinol depsides,
Barbatolic acid,9,48,52,26,x,x,45,16,+,+,?,x,P.Brown,P.Yellow,-1,346,179,177,Yellow,No Result,No Result,Orange,?,?,Visible: strong-very pale yellow. Acid Spray: pale yellow-brown. Occurs in Bryoria capillaris,"Alectorialic acid, Alectorialin, Barbatolin, 6-Formyl-5,7-dihydroxyphthalide","Culberson, CF 1969: Chemical and botanical guide to lichen products. Univ. North Carolina Press,Chapel Hill: 166. Huneck, S Yoshimura, I 1996: Identification of Lichen Substances. Springer-Verlag, Berlin,Heidelberg, New York: 312.",,,acetyl-polymalonyl pathway,benzyl esters,benzyl esters,
Barbatolin,46,48,43,30,13,x,60,10,−,+,?,x,Yellow,Brown,346,179,177,150,Yellow,No Result,No Result,Orange,?,?,Minor constituent of Bryoria nadvornikiana,"Alectorialic acid, Alectorialin, Barbatolic acid, 6-Formyl-5,7-dihydroxyphthalide","Elix, JA Jayanthi, VK 1987: Synthetic confirmation of the structure of the lichen benzyl estersalectorialic and barbatolic acids. Australian Journal of Chemistry 40: 1841-1850.",,,acetyl-polymalonyl pathway,benzyl esters,benzyl esters,
Biruloquinone,80,13,x,30,x,x,45,x,+,+,?,x,Purple,No Result,326,298,297,280,No Result,No Result,No Result,No Result,?,?,Violet pigment. Occurs in Parmelia birulae,x,"Arnone, A Nasini, G Vajna de Pava, O 1991: A reinvestigation of the structure of biruloquinone, a9,10-phenanthraquinone isolated from Mycosphaerella rubella. Phytochemistry 30: 2729-2731.",,,acetyl-polymalonyl pathway,quinones,phenanthraquinones,
"7,7´-Bis(3-ethyl-2,5,6,8-tetrahydroxynaphtho-1,4-quinone) [Bisnorcristazarin]",32,x,x,x,x,x,x,x,+,+,?,?,Red,Magenta,499,498,497,483,Red,No Result,No Result,No Result,?,?,Occurs in Flavocetraria cucullata,"7-Demethylcristazarin, 6-Methylcristazarin, Cristazarin","Krivoshchekova, OE Maximov, OB Stepanenko, LS Mishchenko, NP 1982: Quinones of the lichenCetraria cucullata. Phytochemistry 21: 193-196.",,Bisnorcristazarin,acetyl-polymalonyl pathway,quinones,naphthaquinones,
Boninic acid,44,48,41,46,x,x,x,31,−,+,?,x,P.Brown,Purple,416,236,224,207,No Result,No Result,No Result,No Result,?,?,"Acid Spray: strong-pale yellow-brown, brown halo. Occurs in Ramalina boninensis","4,4´-Di-O-methylcryptochlorophaeic acid, 2,4´-Di-O-methylnorsekikaicacid, Homosekikaic acid, 4´-O-Methylpaludosic acid, 2-O-Methylsekikaic acid, Paludosic acid, Sekikaic acid","Culberson, CF 1969: Chemical and botanical guide to lichen products. Univ. North Carolina Press,Chapel Hill: 129. Huneck, S Yoshimura, I 1996: Identification of Lichen Substances. Springer-Verlag, Berlin,Heidelberg, New York: 240.",,,acetyl-polymalonyl pathway,depsides,orcinol depsides,
"Boryquinone        [3-Ethyl-2,5,7,8-tetrahydroxy-6-methylnaphtho-1,4-quinone, 6-Methylnorcristazarin]",34,x,54,16,x,x,x,26,+,+,?,x,Purple,P.Brown,264,249,236,221,Violet,No Result,No Result,No Result,?,?,Red pigment in Cladonia boryi,Hybocarpone,"Huneck, S Ahti, T 1982: Lichen substances. Part 130. The chemistry of Cladonia boryi.Pharmazie 37: 302.",,"3-Ethyl-2,5,7,8-tetrahydroxy-6-methylnaphtho-1,4-quinone, 6-Methylnorcristazarin",acetyl-polymalonyl pathway,quinones,naphthaquinones,
Bourgeanic acid,54,61,62,48,x,x,x,x,−,−,?,x,No Result,No Result,387 [M+H],287,269,258,No Result,No Result,No Result,No Result,?,?,Occurs in Ramalina bourgeana,x,"Huneck, S Yoshimura, I 1996: Identification of Lichen Substances. Springer-Verlag, Berlin,Heidelberg, New York: 143.",,,acetyl-polymalonyl pathway,aliphatic acids & aliphatic compounds,aliphatic acids,
Brialmontin 1,72,x,75,70,76,x,x,37,−,+,?,x,P.Yellow,P.Yellow,372,207,193,166,No Result,No Result,No Result,No Result,?,?,Occurs in Lecania brialmontii,"Brialmontin 2, Nephroarctin, Phenarctin","Vinet, C Quilhot, W Gambaro, V Garbarino, JA 1990: Studies on Chilean Lichens. XIII.Polysubstituted depsides from Lecania brialmontii. Journal of Natural Products 53: 500-502.",,,acetyl-polymalonyl pathway,depsides,β-orcinol depsides,
Brialmontin 2,78,x,85,82,84,x,x,40,−,+,?,x,P.Yellow,P.Yellow,358,194,193,192,No Result,No Result,No Result,No Result,?,?,Occurs in Lecania brialmontii,"Brialmontin 1, Nephroarctin, Phenarctin","Vinet, C Quilhot, W Gambaro, V Garbarino, JA 1990: Studies on Chilean Lichens. XIII.Polysubstituted depsides from Lecania brialmontii. Journal of Natural Products 53: 500-502.",,,acetyl-polymalonyl pathway,depsides,β-orcinol depsides,
Buellolide,72,x,45,63,51,x,x,23,−,+,?,x,No Result,Purple,436,434,432,219,No Result,No Result,No Result,No Result,?,?,Best seen under SW UV before spraying. Occurs in Diploicia cansescens,"Canesolide, 3-Dechlorodiploicin, 3-Dechloro-4-O-methyldiploicin,Diploicin","Sala, T Sargent, MV Elix, JA 1981: Depsidone Synthesis. Part 15. New Metabolites of the LichenBuellia canescens (Dicks.) De Not: Novel Phthalide Catabolites of Depsidones. Journal of the ChemicalSociety, Perkin Transactions I: 849-854.",,,acetyl-polymalonyl pathway,diphenyl ethers,diphenyl ethers,
Butlerin A,76,x,45,65,x,x,x,24,−,+,?,x,P.Grey,Purple,408,367,366,x,No Result,No Result,No Result,No Result,?,?,Minor component in Relicina connivens,"Butlerin B, Butlerin C, Butlerin D, Butlerin E, Butlerin F","Elix, JA Gaul, KL Hockless, DRCWardlaw, JH 1995: Structure determination of butlerins A, Band C - three new lichen p-terphenyls. Australian Journal of Chemistry 48: 1049-1053.",,,shikimic acid pathway,p-terphenyls,p-terphenyls,
Butlerin B,76,x,45,65,x,x,x,24,−,+,?,x,P.Grey,Purple,408,367,366,x,No Result,No Result,No Result,No Result,?,?,Minor component in Relicina connivens,"Butlerin A, Butlerin C, Butlerin D, Butlerin E, Butlerin F","Elix, JA Gaul, KL Hockless, DRCWardlaw, JH 1995: Structure determination of butlerins A, Band C - three new lichen p-terphenyls. Australian Journal of Chemistry 48: 1049-1053.",,,shikimic acid pathway,p-terphenyls,p-terphenyls,
Butlerin C,72,x,36,60,x,x,x,22,−,+,?,x,P.Grey,Purple,436,394,352,x,No Result,No Result,No Result,No Result,?,?,Minor component in Relicina connivens,"Butlerin A, Butlerin B, Butlerin D, Butlerin E, Butlerin F","Elix, JA Gaul, KL Hockless, DRCWardlaw, JH 1995: Structure determination of butlerins A, Band C- three new lichen p-terphenyls. Australian Journal of Chemistry 48: 1049-1053.",,,shikimic acid pathway,p-terphenyls,p-terphenyls,
Butlerin D,72,x,42,63,x,x,x,-,−,+,?,x,P.Grey,Purple,438,396,381,x,No Result,No Result,No Result,No Result,?,?,Minor component in Relicina connivens,"Butlerin A, Butlerin B, Butlerin C, Butlerin E, Butlerin F","Elix, JA Ernst-Russell, MA 1996: Butlerins D, E and F-three new hexasubstituted lichen p-terphenyls. Australian Journal of Chemistry 49: 1247-1250.",,,shikimic acid pathway,p-terphenyls,p-terphenyls,
Butlerin E,70,x,33,58,x,x,x,-,−,+,?,x,P.Grey,Purple,466,424,382,x,No Result,No Result,No Result,No Result,?,?,Minor component in Relicina connivens,"Butlerin A, Butlerin B, Butlerin C, Butlerin D, Butlerin F","Elix, JA Ernst-Russell, MA 1996: Butlerins D, E and F-three new hexasubstituted lichen p-terphenyls. Australian Journal of Chemistry 49: 1247-1250.",,,shikimic acid pathway,p-terphenyls,p-terphenyls,
Butlerin F,70,x,33,58,x,x,x,-,−,+,?,x,P.Grey,Purple,466,424,382,x,No Result,No Result,No Result,No Result,?,?,Minor component in Relicina connivens,"Butlerin A, Butlerin B, Butlerin C, Butlerin D, Butlerin E","Elix, JA Ernst-Russell, MA 1996: Butlerins D, E and F-three new hexasubstituted lichen p-terphenyls. Australian Journal of Chemistry 49: 1247-1250.",,,shikimic acid pathway,p-terphenyls,p-terphenyls,
Caloploicin,65,x,69,58,29,x,x,39,−,+,?,x,P.Grey,Purple,406,404,402,367,No Result,No Result,No Result,No Result,?,?,"Acid Spray: pale grey; if weak, no result. LW UV: strong-purple. Occurs in Caloplaca leptozona","Diploicin, Fulgidin, Fulgoicin, Isofulgidin, Vicanicin","Yosioka, I Hino, K Fujio, M Kitagawa, I 1971: A new trichlorodepsidone from a lichen of thegenus Caloplaca. Chemical and Parmaceutical Bulletin (Tokyo) 19: 1070-1073.",,,acetyl-polymalonyl pathway,depsidones,orcinol β-orcinol depsidone,
Calycin,78,81,79,88,40,x,x,47,+,+,?,x,Yellow,Yellow,306,250,161,153,No Result,No Result,No Result,No Result,?,?,Yellow-orange pigment. Occurs in Candelariella spp. and Pseudocyphellaria aurata:,"Calycinic acid, Pulvinic acid, Pulvinic dilactone, Pulvinamide","Culberson, CF 1969: Chemical and botanical guide to lichen products. Univ. North Carolina Press,Chapel Hill: 210. Huneck, S Yoshimura, I 1996: Identification of Lichen Substances. Springer-Verlag, Berlin,Heidelberg, New York: 399.",,,shikimic acid pathway,pulvinic acid derivatives,pulvinic acid derivatives,
Calycinic acid,8,32,x,x,x,x,x,x,+,+,?,x,Yellow,Yellow,324,306,161,x,No Result,No Result,No Result,No Result,?,?,Yellow pigment. Minor component in Pseudocyphellaria crocata,"Calycin, Pulvinic acid, Pulvinic dilactone","Maass, WSG 1970: Lichen substances IV. Incorporation of 14C-pulvinic acids into calycin by thelichen Pseudocyphellaria crocata. Canadian Journal of Biochemistry 48: 1241-1248.",,,shikimic acid pathway,pulvinic acid derivatives,pulvinic acid derivatives,
Canarione,4,x,2,3,x,x,x,x,+,+,?,x,Purple-brown,Reddish purple,272,244,216,203,No Result,No Result,No Result,No Result,?,?,Red pigment. Occurs in Lethariella canariensis,"Calycinic acid, Pulvinic acid, Pulvinic dilactone, Pulvinamide","Huneck, S Steglich, W Höfle, G 1977: Canarion, ein neues Naphthachinon aus Usnea canariensis.Phytochemistry 16: 121-123.",,,acetyl-polymalonyl pathway,quinones,naphthaquinone,
Canesolide,73,x,63,71,45,x,x,21,−,+,?,x,No Result,Purple,472,470,468,466,No Result,No Result,No Result,No Result,?,?,Best seen under SW UV before spraying. Occurs in Diploicia canescens,"Buellolide, Diploicin, 3-Dechlorodiploicin, 3-Dechloro-4-O-methyldiploicin","Sala, T Sargent, MV Elix, JA 1978: New metabolites of the lichen Buellia canescens (Dicks.) DeNot: novel phathalide catabolites of depsidones. Chemical Communications 1041-1042",,,acetyl-polymalonyl pathway,diphenyl ethers,diphenyl ethers,
Caperatic acid,4,27,32,6,x,x,22,x,−,−,?,x,No Result,No Result,402,384,371,366,No Result,No Result,No Result,No Result,?,?,"LW UV: strong-white. Occurs in Flavoparmelia caperata, F. haysomii","Methyl 3,4-dicarboxy-3-hydroxy-19-oxoeicosanoate, Norcaperatic acid","Culberson, CF 1969: Chemical and botanical guide to lichen products. Univ. North Carolina Press,Chapel Hill: 101. Huneck, S Yoshimura, I 1996: Identification of Lichen Substances. Springer-Verlag, Berlin,Heidelberg, New York: 143.",,,acetyl-polymalonyl pathway,aliphatic acids & aliphatic compounds,aliphatic acids,
Catenarin,55,x,62,40,37,67,x,x,+,+,?,x,Orange,Red,286,258,230,x,Red,No Result,No Result,No Result,?,?,Red-orange pigment. Minor component in Catenarina desolata,"7-Chlorocatenarin, Emodin","Søchting, U Søgard, M Elix, JA Arup, U Elvebaak, D Sancho, LG 2014: Catenarina(Teloschistaceae, Ascomycota), a new Southern Hemisphere genus with 7-chlorocatenarin. Lichenologist 46:175-188.",,,acetyl-polymalonyl pathway,quinones,anthraquinones,
Chiodectonic acid,0,x,2,1,x,x,1,11,+,+,?,x,Grey,Pink,334,319,316,291,P.Red,No Result,x,No Result,?,?,"Purple-red pigment; turns bright crimson as soon as wet with H 2SO4. Occurs in Herpothallonrubrocincta, Pyxine coccifera",Rhodocladonic acid,"Huneck, S 1976: Inhaltstoffe von Pyxine coccifera. Phytochemistry 15: 799-801",,,acetyl-polymalonyl pathway,quinones,naphthaquinones,
Chalybaeizanic acid,11,x,5,10,x,x,x,10,−,+,?,x,Orange,Orange,386,341,340,x,Red,No Result,No Result,Orange,?,?,Occurs in Xanthoparmelia chalybaeizans,"Consalazinic acid, Salazinic acid","Elix, JA Wardlaw, JH 1999: The structure of chalybaeizanic acid and quaesitic acid, two new lichendepsidones related to salazinic acid. Australian Journal of Chemistry 52: 713-715.",,,acetyl-polymalonyl pathway,depsidones,β-orcinol depsidones,
Chloroatranorin,74,79,73,81,30,60,x,42,±,+,?,Orange,Orange,Orange,408,215,213,196,P.Yellow,No Result,No Result,Yellow,?,?,Visible (pale orange) in E; if very strong visible in all solvents. Widespread,"Atranorin, Methyl 5-chloro-4-O-demethylbarbatate, Methyl 4-O-demethylbarbatate, Methyl 3α-hydroxy-4-O-demethylbarbatate","Culberson, CF 1969: Chemical and botanical guide to lichen products. Univ. North Carolina Press,Chapel Hill: 146. Huneck, S Yoshimura, I 1996: Identification of Lichen Substances. Springer-Verlag, Berlin,Heidelberg, New York: 241.",,,acetyl-polymalonyl pathway,depsides,β-orcinol depsides,
7-Chlorocatenarin,55,x,60,48,15,x,x,x,+,+,?,x,Orange,Red,322,320,x,x,Red,No Result,No Result,No Result,?,?,Red-orange pigment. Minor component in Catenarina desolata,"Catenarin, 7-Chloroemodic acid, 7-Chloroemodin, 7-Chloroemodinal, 7-Chlorocitreorosein, Emodin","Søchting, U Søgard, M Elix, JA Arup, U Elvebaak, D Sancho, LG 2014: Catenarina(Teloschistaceae, Ascomycota), a new Southern Hemisphere genus with 7-chlorocatenarin. Lichenologist 46:175-188.",,,acetyl-polymalonyl pathway,quinones,anthraquinones,
7-Chlorocitreorosein,18,x,22,12,1,x,x,17,+,+,?,x,Yellow,Yellow,322,320,291,264,Violet,No Result,No Result,No Result,?,?,Intense yellow-orange pigment. Occurs in Caloplaca spitsbergensis,"7-Chloroemodin, 7-Chloroemodinal, 7-Chloroemodic acid, Emodin","Elix, JA Wardlaw, JH Søchting, U 2000: Two new anthraquinones from the lichen Caloplacaspitsbergensis. Herzogia 14: 27-30.",,,acetyl-polymalonyl pathway,quinones,anthraquinones,
3-Chloro-4-O-demethylmicrophyllinic acid,35,x,34,22,x,x,x,25,−,+,?,x,Orange,B.Blue,284,283,282,248,No Result,Pink,Red,No Result,?,?,Occurs in Hypotrachyna leiophylla,4-O-Demethylmicrophyllinic acid,"Elix, JA Wardlaw, JH 2000: A new chloro-depside from the lichen Hypotrachyna leiophylla.Australian Journal of Chemistry 53: 1007-1008.",,,acetyl-polymalonyl pathway,depsides,orcinol depsides,
8-Chlorodioxocondidymic acid,56,x,37,44,x,x,x,17,−,+,?,Green,Blue,Purple,462,460,444,x,No Result,Green,No Result,No Result,?,?,Minor component in Letrouitia vulpina,"8-Chlorodioxodidymic acid, 8-Chlorooxodidymic acid, Dioxocondidymicacid, Dioxodidymic acid, Letrouitic acid, Oxodidymic acid","Johansson, S Søchting, U Elix, JA Wardlaw, JH 2005: Chemical variation in the lichen genusLetrouitia (Ascomycota, Letrouitiaceae). Mycological Progress 4: 139-148.",,,acetyl-polymalonyl pathway,furans & furanones,dibenzofurans,
8-Chlorodioxodidymic acid,44,x,27,35,x,x,x,17,−,+,?,Green,Blue,Purple,434,432,416,x,No Result,Green,No Result,No Result,?,?,Minor component in Letrouitia vulpina,"8-Chlorodioxocondidymic acid, 8-Chlorooxodidymic acid,Dioxocondidymic acid, Dioxodidymic acid, Letrouitic acid, Oxodidymic acid","Johansson, S Søchting, U Elix, JA Wardlaw, JH 2005: Chemical variation in the lichen genusLetrouitia (Ascomycota, Letrouitiaceae). Mycological Progress 4: 139-148.",,,acetyl-polymalonyl pathway,furans & furanones,dibenzofurans,
"7-Chloro-1,6-di-O-methylemodin [1-O-Methylfragilin]",57,x,36,47,16,x,x,x,+,+,?,x,Yellow,Orange,334,332,316,314,Purple,No Result,No Result,No Result,?,?,Orange pigment. Occurs in Nephroma laevigatum and N. tangeriense,"7-Chloro-1-O-methylemodin, 7-Chloroemodin, Fragilin","Bendz, G Bohman, G Santesson, J 1967: Chemical studies on lichens 9. Chlorinated anthraquinonesfrom Nephroma laevigatum. Acta Chemica Scandanavica 21: 2889-2891.",,1-O-Methylfragilin,acetyl-polymalonyl pathway,quinones,anthraquinones,
"7-Chloro-1,8-di-O-methylemodin [8-O-Methylfragilin]",x,x,x,x,42,x,x,x,+,+,?,x,Yellow,Orange,334,332,316,314,Purple,No Result,No Result,No Result,?,?,Yellow-orange pigment. Occurs in Nephroma laevigatum and Caloplaca xanthaspis,"7-Chloroemodin, Fragilin","Bohman, G 1968: Chemical studies on lichens 11. Anthraquinones from Nephroma laevigatum.Arkiv för Kemi 30: 217-223.",,8-O-Methylfragilin,acetyl-polymalonyl pathway,quinones,anthraquinones,
3-Chlorodivaricatic acid,40,x,57,46,x,x,x,32,−,+,?,Orange,P.Yellow,Green,442,244,228,226,No Result,No Result,No Result,No Result,?,?,"Acid Spray: strong-pale yellow, grey halo. Occurs in Thelomma mammosum","3-Chloroperlatolic acid, 3-Chlorostenosporic acid, Divaricatic acid","Huneck, S Sundholm, G Follmann, G 1980: Chlorodivaricatsäure, ein neues Depsid aus Thelommamammosum. Phytochemistry 19: 645-649.",,,acetyl-polymalonyl pathway,depsides,orcinol depsides,
